"code","level","cause","sex","0-28 days","1-59 months","5-14 years","15-29 years","30-49 years","50-59 years","60-69 years","70+ years","year","region"
"2J02a",4,"Cirrhosis due to hepatitis B","Male",0,1,4,514,11908,10606,9253,10243,"2015","Wpr"
"2J02b",4,"Cirrhosis due to hepatitis C","Male",0,2,6,640,11618,11092,10941,11528,"2015","Wpr"
"2J02c",4,"Cirrhosis due to alcohol use","Male",0,0,0,156,7156,9563,9945,7993,"2015","Wpr"
"2J02d",4,"Other liver cirrhosis","Male",0,136,124,1071,4743,4807,5887,8431,"2015","Wpr"
"2J03",3,"Appendicitis","Male",0,28,57,93,189,161,213,615,"2015","Wpr"
"2J04",3,"Gastritis and duodenitis","Male",0,25,13,79,842,1275,2583,6121,"2015","Wpr"
"2J05",3,"Paralytic ileus and intestinal obstruction","Male",120,1458,107,284,817,1037,2104,9723,"2015","Wpr"
"2J06",3,"Inflammatory bowel disease","Male",0,63,19,64,249,282,488,1574,"2015","Wpr"
"2J07",3,"Gallbladder and biliary diseases","Male",0,19,11,77,533,799,1689,8252,"2015","Wpr"
"2J08",3,"Pancreatitis","Male",0,4,20,658,2392,1586,1803,3231,"2015","Wpr"
"2J09",3,"Other digestive diseases","Male",18,298,82,285,1863,2669,4736,15705,"2015","Wpr"
"2K",2,"Genitourinary diseases","Male",4,527,479,3499,16928,19881,34248,95073,"2015","Wpr"
"2K01",3,"Kidney diseases","Male",0,423,411,3205,15625,18314,31471,84147,"2015","Wpr"
"2K01a",4,"Acute glomerulonephritis","Male",0,54,66,213,734,584,967,1953,"2015","Wpr"
"2K01b",4,"Chronic kidney disease due to diabetes","Male",0,6,17,763,6615,8075,12698,26370,"2015","Wpr"
"2K01c",4,"Other chronic kidney disease","Male",0,362,328,2230,8276,9656,17806,55823,"2015","Wpr"
"2K02",3,"Benign prostatic hyperplasia","Male",0,0,0,0,7,20,124,656,"2015","Wpr"
"2K03",3,"Urolithiasis","Male",0,2,3,17,121,187,331,925,"2015","Wpr"
"2K04",3,"Other urinary diseases","Male",4,103,64,277,1175,1360,2321,9344,"2015","Wpr"
"2K05",3,"Infertility","Male",0,0,0,0,0,0,0,0,"2015","Wpr"
"2K06",3,"Gynecological diseases","Male",0,0,0,0,0,0,0,0,"2015","Wpr"
"2L",2,"Skin diseases","Male",0,114,31,137,514,581,921,3735,"2015","Wpr"
"2M",2,"Musculoskeletal diseases","Male",0,0,64,310,813,972,1952,6448,"2015","Wpr"
"2M01",3,"Rheumatoid arthritis","Male",0,0,7,27,205,366,919,2838,"2015","Wpr"
"2M02",3,"Osteoarthritis","Male",0,0,1,0,9,7,22,195,"2015","Wpr"
"2M03",3,"Gout","Male",0,0,0,0,38,59,93,126,"2015","Wpr"
"2M04",3,"Back and neck pain","Male",0,0,0,1,6,13,55,327,"2015","Wpr"
"2M05",3,"Other musculoskeletal disorders","Male",0,0,57,282,556,527,862,2962,"2015","Wpr"
"2N",2,"Congenital anomalies","Male",17204,16410,1789,2857,1914,615,451,348,"2015","Wpr"
"2N01",3,"Neural tube defects","Male",1253,999,20,25,31,12,10,2,"2015","Wpr"
"2N02",3,"Cleft lip and cleft palate","Male",150,63,0,0,0,1,0,0,"2015","Wpr"
"2N03",3,"Down syndrome","Male",462,575,31,54,95,57,50,3,"2015","Wpr"
"2N04",3,"Congenital heart anomalies","Male",8524,11072,1385,2319,1518,417,255,144,"2015","Wpr"
"2N05",3,"Other chromosomal anomalies","Male",432,250,19,65,49,16,14,68,"2015","Wpr"
"2N06",3,"Other congenital anomalies","Male",6383,3452,334,394,220,111,122,131,"2015","Wpr"
"2O",2,"Oral conditions","Male",0,0,1,3,7,3,8,47,"2015","Wpr"
"2P",2,"Sudden infant death syndrome","Male",85,1806,0,0,0,0,0,0,"2015","Wpr"
"3",1,"Injuries","Male",2946,16654,17974,109781,194329,97337,86798,128420,"2015","Wpr"
"3A",2,"Unintentional injuries","Male",2942,16137,16745,84958,150524,75502,66549,102021,"2015","Wpr"
"3A01",3,"Road injury","Male",106,2803,5204,49956,86326,39895,32234,25403,"2015","Wpr"
"3A02",3,"Poisonings","Male",82,549,519,2677,4524,2847,3042,3870,"2015","Wpr"
"3A03",3,"Falls","Male",144,1449,1136,6949,19657,13446,13761,40013,"2015","Wpr"
"3A04",3,"Fire, heat and hot substances","Male",28,584,273,798,1758,1015,1256,3326,"2015","Wpr"
"3A05",3,"Drowning","Male",106,4838,7720,10809,9421,4641,5170,8986,"2015","Wpr"
"3A06",3,"Exposure to mechanical forces","Male",256,831,524,5022,11581,5307,3345,2580,"2015","Wpr"
"3A07",3,"Natural disasters","Male",1,30,64,153,180,77,61,55,"2015","Wpr"
"3A08",3,"Other unintentional injuries","Male",2219,5053,1305,8594,17078,8273,7682,17787,"2015","Wpr"
"3B",2,"Intentional injuries","Male",4,518,1229,24823,43805,21835,20249,26399,"2015","Wpr"
"3B01",3,"Self-harm","Male",0,0,590,16744,32121,18299,18271,25040,"2015","Wpr"
"3B02",3,"Interpersonal violence","Male",0,467,568,7413,10965,3414,1924,1323,"2015","Wpr"
"3B03",3,"Collective violence and legal intervention","Male",4,50,72,666,719,122,53,36,"2015","Wpr"
"0",0,"All Causes","Female",71534,72519,22640,73010,312391,409544,784019,3551169,"2015","Wpr"
"1",1,"Communicable & Nutritional","Female",55927,38671,6094,13286,28164,16103,24183,222967,"2015","Wpr"
"1A",2,"Infectious and parasitic diseases","Female",2144,18120,4875,7256,18458,10399,11338,36749,"2015","Wpr"
"1A01",3,"Tuberculosis","Female",0,4966,1377,3606,6058,3602,4108,9066,"2015","Wpr"
"1A02",3,"STDs excluding HIV","Female",1362,467,14,31,104,78,110,336,"2015","Wpr"
"1A02a",4,"Syphilis","Female",1362,467,13,5,13,10,20,78,"2015","Wpr"
"1A02b",4,"Chlamydia","Female",0,0,0,3,13,10,12,24,"2015","Wpr"
"1A02c",4,"Gonorrhoea","Female",0,0,1,8,35,29,44,63,"2015","Wpr"
"1A02d",4,"Trichomoniasis","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A02e",4,"Genital herpes","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A02f",4,"Other STDs","Female",0,0,1,15,43,29,35,171,"2015","Wpr"
"1A03",3,"HIV/AIDS","Female",4,337,121,911,7082,2160,735,168,"2015","Wpr"
"1A04",3,"Diarrhoeal diseases","Female",314,5946,650,728,722,638,1084,6380,"2015","Wpr"
"1A05",3,"Childhood-cluster diseases","Female",170,2607,198,65,77,58,79,182,"2015","Wpr"
"1A05a",4,"Whooping cough","Female",0,1870,90,17,12,6,1,0,"2015","Wpr"
"1A05b",4,"Diphtheria","Female",0,5,5,1,2,1,0,1,"2015","Wpr"
"1A05c",4,"Measles","Female",0,725,82,21,8,2,0,0,"2015","Wpr"
"1A05d",4,"Tetanus","Female",170,8,22,26,55,50,78,181,"2015","Wpr"
"1A06",3,"Meningitis","Female",170,1090,347,367,419,280,413,1066,"2015","Wpr"
"1A07",3,"Encephalitis","Female",31,562,169,196,264,192,207,507,"2015","Wpr"
"1A08",3,"Hepatitis","Female",0,87,27,103,323,381,748,3308,"2015","Wpr"
"1A08a",4,"Acute hepatitis A","Female",0,22,10,27,48,49,37,223,"2015","Wpr"
"1A08b",4,"Acute hepatitis B","Female",0,60,14,62,226,244,430,903,"2015","Wpr"
"1A08c",4,"Acute hepatitis C","Female",0,3,2,9,36,82,270,2162,"2015","Wpr"
"1A08d",4,"Acute hepatitis E","Female",0,3,1,5,13,7,10,21,"2015","Wpr"
"1A09",3,"Parasitic and vector diseases","Female",1,1615,1871,928,2881,2410,2582,2128,"2015","Wpr"
"1A09a",4,"Malaria","Female",0,640,84,206,220,153,95,43,"2015","Wpr"
"1A09b",4,"Trypanosomiasis","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A09c",4,"Chagas disease","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A09d",4,"Schistosomiasis","Female",0,0,1,5,31,42,66,116,"2015","Wpr"
"1A09e",4,"Leishmaniasis","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A09f",4,"Lymphatic filariasis","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A09g",4,"Onchocerciasis","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A09h",4,"Cysticercosis","Female",0,1,12,45,164,106,107,126,"2015","Wpr"
"1A09i",4,"Echinococcosis","Female",0,4,10,9,51,46,64,147,"2015","Wpr"
"1A09j",4,"Dengue","Female",1,232,180,74,83,44,32,39,"2015","Wpr"
"1A09k",4,"Trachoma","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A09l",4,"Yellow fever","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A09m",4,"Rabies","Female",0,738,1585,589,2332,2020,2218,1657,"2015","Wpr"
"1A10",3,"Intestinal nematode infections","Female",0,10,8,1,3,3,3,12,"2015","Wpr"
"1A10a",4,"Ascariasis","Female",0,10,8,1,3,3,3,12,"2015","Wpr"
"1A10b",4,"Trichuriasis","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A10c",4,"Hookworm disease","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A10d",4,"Food-bourne trematodes","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"1A11",3,"Leprosy","Female",0,0,0,2,4,1,0,5,"2015","Wpr"
"1A12",3,"Other infectious diseases","Female",92,433,92,319,521,595,1269,13592,"2015","Wpr"
"1B",2,"Respiratory Infectious","Female",4258,15332,1095,1662,4205,5301,12146,175058,"2015","Wpr"
"1B01",3,"Lower respiratory infections","Female",4252,15262,1082,1651,4163,5262,12058,173998,"2015","Wpr"
"1B02",3,"Upper respiratory infections","Female",6,69,10,9,37,31,84,1049,"2015","Wpr"
"1B03",3,"Otitis media","Female",0,1,3,2,5,8,5,11,"2015","Wpr"
"1C",2,"Maternal conditions","Female",0,0,0,4141,5007,0,0,0,"2015","Wpr"
"1D",2,"Neonatal conditions","Female",49525,4483,1,1,1,1,0,1,"2015","Wpr"
"1D01",3,"Preterm birth complications","Female",23069,2057,1,1,0,0,0,1,"2015","Wpr"
"1D02",3,"Birth asphyxia and birth trauma","Female",17787,930,0,0,1,0,0,0,"2015","Wpr"
"1D03",3,"Neonatal sepsis and infections","Female",4678,200,0,0,0,1,0,0,"2015","Wpr"
"1D04",3,"Other neonatal conditions","Female",3991,1296,0,0,0,0,0,0,"2015","Wpr"
"1E",2,"Nutritional deficiencies","Female",0,736,123,226,493,403,699,11159,"2015","Wpr"
"1E01",3,"Protein-energy malnutrition","Female",0,627,78,90,221,196,363,7320,"2015","Wpr"
"1E02",3,"Iodine deficiency","Female",0,0,0,0,0,0,0,4,"2015","Wpr"
"1E03",3,"Vitamin A deficiency","Female",0,0,0,0,0,0,1,0,"2015","Wpr"
"1E04",3,"Iron-deficiency anaemia","Female",0,0,30,104,202,141,198,1528,"2015","Wpr"
"1E05",3,"Other nutritional deficiencies","Female",0,109,14,32,70,65,136,2306,"2015","Wpr"
"2",1,"Noncommunicable","Female",13421,21495,8402,33299,230933,360128,720192,3210947,"2015","Wpr"
"2A",2,"Malignant neoplasms","Female",68,2892,3777,13216,119365,168646,266354,536944,"2015","Wpr"
"2A01",3,"Mouth and oropharynx cancers","Female",0,0,54,270,2529,3157,4126,7936,"2015","Wpr"
"2A01a",4,"Lip and oral cavity","Female",0,0,20,76,710,1042,1513,4390,"2015","Wpr"
"2A01b",4,"Nasopharynx","Female",0,0,31,176,1641,1812,2162,2526,"2015","Wpr"
"2A01c",4,"Other pharynx","Female",0,0,3,18,178,304,452,1020,"2015","Wpr"
"2A02",3,"Oesophagus cancer","Female",0,0,0,68,1492,4665,14175,33730,"2015","Wpr"
"2A03",3,"Stomach cancer","Female",0,0,4,870,11231,16447,32494,77751,"2015","Wpr"
"2A04",3,"Colon and rectum cancers","Female",0,0,29,779,9440,14264,25478,69837,"2015","Wpr"
"2A05",3,"Liver cancer","Female",5,183,103,495,6389,9845,16201,32556,"2015","Wpr"
"2A05a",4,"Liver cancer secondary to hepatitis B","Female",0,0,17,288,3395,4167,5573,6532,"2015","Wpr"
"2A05b",4,"Liver cancer secondary to hepatitis C","Female",0,0,0,17,1010,2672,5838,18051,"2015","Wpr"
"2A05c",4,"Liver cancer secondary to alcohol use","Female",0,0,0,11,570,1148,2033,2795,"2015","Wpr"
"2A05d",4,"Other liver cancer","Female",5,183,86,178,1414,1858,2757,5179,"2015","Wpr"
"2A06",3,"Pancreas cancer","Female",0,0,1,122,2868,6515,14115,33890,"2015","Wpr"
"2A07",3,"Trachea, bronchus, lung cancers","Female",0,0,13,742,15628,29771,57774,117631,"2015","Wpr"
"2A08",3,"Melanoma and other skin cancers","Female",0,4,16,151,1171,1503,2504,6530,"2015","Wpr"
"2A08a",4,"Malignant skin melanoma","Female",0,4,13,76,521,563,719,1820,"2015","Wpr"
"2A08b",4,"Non-melanoma skin cancer","Female",0,0,4,75,650,940,1785,4710,"2015","Wpr"
"2A09",3,"Breast cancer","Female",0,0,2,708,23357,29449,29816,34234,"2015","Wpr"
"2A10",3,"Cervix uteri cancer","Female",0,0,1,696,14878,16054,14901,15653,"2015","Wpr"
"2A11",3,"Corpus uteri cancer","Female",0,0,1,126,2526,3775,5052,6158,"2015","Wpr"
"2A12",3,"Ovary cancer","Female",0,0,55,509,5321,8199,9652,10369,"2015","Wpr"
"2A13",3,"Prostate cancer","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2A14",3,"Testicular cancer","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2A15",3,"Kidney cancer","Female",3,150,61,137,777,1178,2280,6680,"2015","Wpr"
"2A16",3,"Bladder cancer","Female",0,0,1,33,390,734,1705,8272,"2015","Wpr"
"2A17",3,"Brain and nervous system cancers","Female",17,581,922,1468,5237,4930,6694,8644,"2015","Wpr"
"2A18",3,"Gallbladder and biliary tract cancer","Female",0,0,0,40,967,2343,5410,19187,"2015","Wpr"
"2A19",3,"Larynx cancer","Female",0,0,0,23,227,427,942,1752,"2015","Wpr"
"2A20",3,"Thyroid cancer","Female",0,0,20,83,465,626,1189,3090,"2015","Wpr"
"2A21",3,"Mesothelioma","Female",0,0,0,28,195,246,413,788,"2015","Wpr"
"2A22",3,"Lymphomas, multiple myeloma","Female",0,104,212,885,3140,4135,6998,16587,"2015","Wpr"
"2A22a",4,"Hodgkin lymphoma","Female",0,7,29,126,196,189,253,440,"2015","Wpr"
"2A22b",4,"Non-Hodgkin lymphoma","Female",0,97,181,695,2408,2863,4594,11388,"2015","Wpr"
"2A22c",4,"Multiple myeloma","Female",0,0,1,64,536,1083,2150,4759,"2015","Wpr"
"2A23",3,"Leukaemia","Female",22,1336,1614,3435,6297,4756,6114,10080,"2015","Wpr"
"2A24",3,"Other malignant neoplasms","Female",21,534,667,1549,4840,5625,8321,15591,"2015","Wpr"
"2B",2,"Other neoplasms","Female",1,27,72,176,698,720,1312,7986,"2015","Wpr"
"2C",2,"Diabetes mellitus","Female",1,101,77,592,4648,11188,26839,72044,"2015","Wpr"
"2D",2,"Endocrine, blood, immune disorders","Female",138,964,399,1046,2373,2058,3070,14962,"2015","Wpr"
"2D01",3,"Thalassaemias","Female",29,278,205,334,461,255,94,6,"2015","Wpr"
"2D02",3,"Sickle cell disorders and trait","Female",1,6,9,23,32,18,11,3,"2015","Wpr"
"2D03",3,"Other haemoglobinopathies and haemolytic anaemias","Female",2,7,17,124,312,423,933,3690,"2015","Wpr"
"2D04",3,"Other endocrine, blood and immune disorders","Female",106,673,167,565,1568,1362,2032,11264,"2015","Wpr"
"2E",2,"Mental and substance use disorders","Female",0,0,13,1028,2670,1536,2386,4876,"2015","Wpr"
"2E01",3,"Depressive disorders","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2E01a",4,"Major depressive disorder","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2E01b",4,"Dysthymia","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2E02",3,"Bipolar disorder","Female",0,0,0,0,4,0,2,35,"2015","Wpr"
"2E03",3,"Schizophrenia","Female",0,0,0,5,47,42,65,292,"2015","Wpr"
"2E04",3,"Alcohol use disorders","Female",0,0,1,129,526,325,277,360,"2015","Wpr"
"2E05",3,"Drug use disorders","Female",0,0,7,883,2069,1160,2033,4147,"2015","Wpr"
"2E05a",4,"Opioid use disorders","Female",0,0,7,427,1101,660,1335,2786,"2015","Wpr"
"2E05b",4,"Cocaine use disorders","Female",0,0,0,26,34,6,11,12,"2015","Wpr"
"2E05c",4,"Amphetamine use disorders","Female",0,0,0,99,118,12,16,7,"2015","Wpr"
"2E05d",4,"Cannabis use disorders","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2E05e",4,"Other drug use disorders","Female",0,0,0,331,815,481,671,1341,"2015","Wpr"
"2E06",3,"Anxiety disorders","Female",0,0,0,0,1,1,0,1,"2015","Wpr"
"2E07",3,"Eating disorders","Female",0,0,1,10,13,0,0,0,"2015","Wpr"
"2E08",3,"Autism and Asperger syndrome","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2E09",3,"Childhood behavioural disorders","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2E09a",4,"Attention deficit/hyperactivity syndrome","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2E09b",4,"Conduct disorder","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2E10",3,"Idiopathic intellectual disability","Female",0,0,4,1,10,8,10,41,"2015","Wpr"
"2E11",3,"Other mental and behavioural disorders","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2F",2,"Neurological conditions","Female",0,625,581,1577,3907,6860,21242,235090,"2015","Wpr"
"2F01",3,"Alzheimer disease and other dementias","Female",0,0,43,45,627,3930,15516,198531,"2015","Wpr"
"2F02",3,"Parkinson disease","Female",0,0,0,1,229,842,3103,29702,"2015","Wpr"
"2F03",3,"Epilepsy","Female",0,322,287,1121,1677,612,595,1186,"2015","Wpr"
"2F04",3,"Multiple sclerosis","Female",0,0,1,36,278,249,204,237,"2015","Wpr"
"2F05",3,"Migraine","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2F06",3,"Non-migraine headache","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2F07",3,"Other neurological conditions","Female",0,303,250,374,1097,1227,1825,5434,"2015","Wpr"
"2G",2,"Sense organ diseases","Female",0,0,0,2,4,1,1,12,"2015","Wpr"
"2H",2,"Cardiovascular diseases","Female",153,1291,805,7410,65766,124439,296496,1702799,"2015","Wpr"
"2H01",3,"Rheumatic heart disease","Female",0,53,203,773,3402,4217,8088,25858,"2015","Wpr"
"2H02",3,"Hypertensive heart disease","Female",0,0,0,237,3513,7600,19647,135504,"2015","Wpr"
"2H03",3,"Ischaemic heart disease","Female",0,0,21,2785,25131,45147,111095,714566,"2015","Wpr"
"2H04",3,"Stroke","Female",52,284,240,2393,29868,63105,148171,736967,"2015","Wpr"
"2H04a",4,"Ischaemic stroke","Female",7,44,22,315,4622,13666,49983,396618,"2015","Wpr"
"2H04b",4,"Haemorrhagic stroke","Female",45,240,219,2077,25246,49438,98188,340349,"2015","Wpr"
"2H05",3,"Cardiomyopathy, myocarditis, endocarditis","Female",47,744,231,768,1785,1380,2375,14080,"2015","Wpr"
"2H06",3,"Other circulatory diseases","Female",54,209,109,455,2067,2990,7121,75824,"2015","Wpr"
"2I",2,"Respiratory diseases","Female",0,481,313,1155,7167,14460,49618,419281,"2015","Wpr"
"2I01",3,"Chronic obstructive pulmonary disease","Female",0,38,33,430,4496,11554,44541,375844,"2015","Wpr"
"2I02",3,"Asthma","Female",0,363,148,433,1727,1704,2889,15456,"2015","Wpr"
"2I03",3,"Other respiratory diseases","Female",0,79,132,292,945,1202,2188,27980,"2015","Wpr"
"2J",2,"Digestive diseases","Female",99,1307,362,1582,9761,13530,23768,94960,"2015","Wpr"
"2J01",3,"Peptic ulcer disease","Female",0,26,30,160,934,1383,3023,14341,"2015","Wpr"
"2J02",3,"Cirrhosis of the liver","Female",0,104,109,800,6268,8783,13391,27475,"2015","Wpr"
"2J02a",4,"Cirrhosis due to hepatitis B","Female",0,0,2,114,2118,2671,3522,6807,"2015","Wpr"
"2J02b",4,"Cirrhosis due to hepatitis C","Female",0,1,2,139,1871,2498,3558,7091,"2015","Wpr"
"2J02c",4,"Cirrhosis due to alcohol use","Female",0,0,0,24,805,1492,2354,3493,"2015","Wpr"
"2J02d",4,"Other liver cirrhosis","Female",0,103,105,523,1474,2123,3956,10084,"2015","Wpr"
"2J03",3,"Appendicitis","Female",0,16,41,62,101,70,120,587,"2015","Wpr"
"2J04",3,"Gastritis and duodenitis","Female",0,10,14,40,286,496,1138,5238,"2015","Wpr"
"2J05",3,"Paralytic ileus and intestinal obstruction","Female",88,931,56,108,357,454,1020,9670,"2015","Wpr"
"2J06",3,"Inflammatory bowel disease","Female",0,52,10,32,120,147,289,1534,"2015","Wpr"
"2J07",3,"Gallbladder and biliary diseases","Female",0,23,10,52,398,641,1448,12141,"2015","Wpr"
"2J08",3,"Pancreatitis","Female",0,3,18,150,600,569,995,3049,"2015","Wpr"
"2J09",3,"Other digestive diseases","Female",11,141,74,179,697,987,2346,20924,"2015","Wpr"
"2K",2,"Genitourinary diseases","Female",3,404,383,2284,10437,14092,25288,104083,"2015","Wpr"
"2K01",3,"Kidney diseases","Female",0,342,330,2019,9319,12858,23305,91641,"2015","Wpr"
"2K01a",4,"Acute glomerulonephritis","Female",0,52,59,134,410,350,630,1610,"2015","Wpr"
"2K01b",4,"Chronic kidney disease due to diabetes","Female",0,6,16,559,4229,6161,10086,29614,"2015","Wpr"
"2K01c",4,"Other chronic kidney disease","Female",0,285,255,1326,4680,6347,12589,60417,"2015","Wpr"
"2K02",3,"Benign prostatic hyperplasia","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2K03",3,"Urolithiasis","Female",0,1,2,10,67,93,162,444,"2015","Wpr"
"2K04",3,"Other urinary diseases","Female",3,61,50,229,848,948,1630,11723,"2015","Wpr"
"2K05",3,"Infertility","Female",0,0,0,0,0,0,0,0,"2015","Wpr"
"2K06",3,"Gynecological diseases","Female",0,0,1,27,202,193,191,274,"2015","Wpr"
"2L",2,"Skin diseases","Female",0,86,21,88,302,388,678,6426,"2015","Wpr"
"2M",2,"Musculoskeletal diseases","Female",0,0,140,1220,2285,1673,2713,10858,"2015","Wpr"
"2M01",3,"Rheumatoid arthritis","Female",0,0,5,30,259,548,1306,4750,"2015","Wpr"
"2M02",3,"Osteoarthritis","Female",0,0,0,0,0,1,8,417,"2015","Wpr"
"2M03",3,"Gout","Female",0,0,0,0,1,6,6,62,"2015","Wpr"
"2M04",3,"Back and neck pain","Female",0,0,0,0,3,5,15,366,"2015","Wpr"
"2M05",3,"Other musculoskeletal disorders","Female",0,0,135,1191,2022,1113,1378,5263,"2015","Wpr"
"2N",2,"Congenital anomalies","Female",12917,12314,1460,1919,1548,536,418,556,"2015","Wpr"
"2N01",3,"Neural tube defects","Female",1025,1319,18,19,27,10,9,0,"2015","Wpr"
"2N02",3,"Cleft lip and cleft palate","Female",165,47,0,0,0,0,0,0,"2015","Wpr"
"2N03",3,"Down syndrome","Female",380,385,25,49,77,66,33,3,"2015","Wpr"
"2N04",3,"Congenital heart anomalies","Female",6230,7995,1163,1623,1247,349,264,340,"2015","Wpr"
"2N05",3,"Other chromosomal anomalies","Female",415,269,23,29,27,10,14,68,"2015","Wpr"
"2N06",3,"Other congenital anomalies","Female",4702,2298,232,199,171,101,99,146,"2015","Wpr"
"2O",2,"Oral conditions","Female",0,0,0,2,1,1,5,70,"2015","Wpr"
"2P",2,"Sudden infant death syndrome","Female",41,1003,0,0,0,0,0,0,"2015","Wpr"
"3",1,"Injuries","Female",2186,12353,8143,26426,53294,33313,39644,117255,"2015","Wpr"
"3A",2,"Unintentional injuries","Female",2178,11906,7366,17413,35822,22628,27788,98219,"2015","Wpr"
"3A01",3,"Road injury","Female",56,2310,2934,10598,21418,12748,13072,14640,"2015","Wpr"
"3A02",3,"Poisonings","Female",54,417,415,1432,2540,1559,1968,3367,"2015","Wpr"
"3A03",3,"Falls","Female",127,1106,560,1241,3407,2899,5312,50239,"2015","Wpr"
"3A04",3,"Fire, heat and hot substances","Female",24,386,146,313,577,351,481,2572,"2015","Wpr"
"3A05",3,"Drowning","Female",99,2961,2427,2008,3203,2176,3273,9560,"2015","Wpr"
"3A06",3,"Exposure to mechanical forces","Female",174,706,268,664,1874,897,938,1794,"2015","Wpr"
"3A07",3,"Natural disasters","Female",1,28,46,63,87,46,46,60,"2015","Wpr"
"3A08",3,"Other unintentional injuries","Female",1642,3994,569,1093,2716,1952,2698,15987,"2015","Wpr"
"3B",2,"Intentional injuries","Female",8,447,777,9012,17472,10685,11856,19036,"2015","Wpr"
"3B01",3,"Self-harm","Female",0,0,321,6901,14406,9625,10892,17972,"2015","Wpr"
"3B02",3,"Interpersonal violence","Female",0,381,389,1995,2960,1019,931,1036,"2015","Wpr"
"3B03",3,"Collective violence and legal intervention","Female",8,65,67,117,106,41,32,28,"2015","Wpr"
"0",0,"All Causes","Male",583949,1123899,258121,292182,650932,382542,421148,555772,"2010","Afr"
"1",1,"Communicable & Nutritional","Male",537727,977287,162359,135094,353722,136403,110885,131957,"2010","Afr"
"1A",2,"Infectious and parasitic diseases","Male",33004,627611,139734,124469,321398,107743,72119,66894,"2010","Afr"
"1A01",3,"Tuberculosis","Male",0,22473,8286,44298,88556,33019,16594,14082,"2010","Afr"
"1A02",3,"STDs excluding HIV","Male",6141,6059,294,57,271,290,139,70,"2010","Afr"
"1A02a",4,"Syphilis","Male",6141,6059,270,41,200,221,110,38,"2010","Afr"
"1A02b",4,"Chlamydia","Male",0,0,0,0,0,0,0,0,"2010","Afr"
"1A02c",4,"Gonorrhoea","Male",0,0,3,8,23,16,12,6,"2010","Afr"
"1A02d",4,"Trichomoniasis","Male",0,0,0,0,0,0,0,0,"2010","Afr"
"1A02e",4,"Genital herpes","Male",0,0,0,0,0,0,0,0,"2010","Afr"
"1A02f",4,"Other STDs","Male",0,0,22,9,49,54,16,26,"2010","Afr"
"1A03",3,"HIV/AIDS","Male",580,71980,26523,39341,171925,34547,10810,3355,"2010","Afr"
"1A04",3,"Diarrhoeal diseases","Male",3731,179331,34883,13867,24723,19015,24299,35413,"2010","Afr"
"1A05",3,"Childhood-cluster diseases","Male",11087,56383,8107,1095,1327,768,608,365,"2010","Afr"
"1A05a",4,"Whooping cough","Male",0,24790,3354,160,86,34,0,0,"2010","Afr"
"1A05b",4,"Diphtheria","Male",0,2238,701,27,43,25,0,0,"2010","Afr"
"1A05c",4,"Measles","Male",0,29204,3000,48,3,0,0,0,"2010","Afr"
"1A05d",4,"Tetanus","Male",11087,152,1052,859,1196,708,608,365,"2010","Afr"
"1A06",3,"Meningitis","Male",10421,42467,16179,6609,9133,4848,4239,3846,"2010","Afr"
"1A07",3,"Encephalitis","Male",175,790,379,338,384,149,260,168,"2010","Afr"
"1A08",3,"Hepatitis","Male",0,1278,1320,1112,2597,1394,1417,1292,"2010","Afr"
"1A08a",4,"Acute hepatitis A","Male",0,530,933,497,1241,810,535,593,"2010","Afr"
"1A08b",4,"Acute hepatitis B","Male",0,668,333,584,1272,541,811,636,"2010","Afr"
"1A08c",4,"Acute hepatitis C","Male",0,54,46,17,61,33,41,37,"2010","Afr"
"1A08d",4,"Acute hepatitis E","Male",0,26,8,13,23,10,29,26,"2010","Afr"
"1A09",3,"Parasitic and vector diseases","Male",1,216842,25531,15186,18344,11097,11307,6358,"2010","Afr"
"1A09a",4,"Malaria","Male",0,211679,14909,10554,12556,8450,9169,4734,"2010","Afr"
